iter	Precision_SumError	Precision_SumWeight	Recall_SumError	Recall_SumWeight	F1_TP	F1_TP+FP	F1_TP+FN
867	236	281	236	340	236	281	340
868	236	281	236	340	236	281	340
869	236	281	236	340	236	281	340
870	236	281	236	340	236	281	340
871	236	279	236	340	236	279	340
872	236	279	236	340	236	279	340
873	236	279	236	340	236	279	340
874	236	279	236	340	236	279	340
875	236	279	236	340	236	279	340
876	236	279	236	340	236	279	340
877	236	279	236	340	236	279	340
878	236	279	236	340	236	279	340
879	236	279	236	340	236	279	340
880	236	279	236	340	236	279	340
881	236	279	236	340	236	279	340
882	235	276	235	340	235	276	340
883	235	276	235	340	235	276	340
884	235	276	235	340	235	276	340
885	235	276	235	340	235	276	340
886	235	276	235	340	235	276	340
887	235	276	235	340	235	276	340
888	235	276	235	340	235	276	340
889	234	274	234	340	234	274	340
890	234	274	234	340	234	274	340
891	234	274	234	340	234	274	340
892	234	274	234	340	234	274	340
893	234	274	234	340	234	274	340
894	234	274	234	340	234	274	340
895	234	274	234	340	234	274	340
896	234	274	234	340	234	274	340
897	234	274	234	340	234	274	340
898	234	274	234	340	234	274	340
899	234	274	234	340	234	274	340
900	234	274	234	340	234	274	340
901	234	274	234	340	234	274	340
902	234	273	234	340	234	273	340
903	234	273	234	340	234	273	340
904	234	273	234	340	234	273	340
905	234	273	234	340	234	273	340
906	234	273	234	340	234	273	340
907	234	273	234	340	234	273	340
908	234	273	234	340	234	273	340
909	234	273	234	340	234	273	340
910	234	272	234	340	234	272	340
911	234	272	234	340	234	272	340
912	234	272	234	340	234	272	340
913	234	272	234	340	234	272	340
914	234	272	234	340	234	272	340
915	234	273	234	340	234	273	340
916	234	273	234	340	234	273	340
917	234	273	234	340	234	273	340
918	234	273	234	340	234	273	340
919	234	272	234	340	234	272	340
920	234	272	234	340	234	272	340
921	234	272	234	340	234	272	340
922	234	272	234	340	234	272	340
923	234	272	234	340	234	272	340
924	234	272	234	340	234	272	340
925	234	272	234	340	234	272	340
926	234	272	234	340	234	272	340
927	234	272	234	340	234	272	340
928	234	272	234	340	234	272	340
929	234	272	234	340	234	272	340
930	234	272	234	340	234	272	340
931	234	272	234	340	234	272	340
932	234	271	234	340	234	271	340
933	234	271	234	340	234	271	340
934	233	269	233	340	233	269	340
935	233	270	233	340	233	270	340
936	233	270	233	340	233	270	340
937	233	270	233	340	233	270	340
938	233	270	233	340	233	270	340
939	233	269	233	340	233	269	340
940	234	271	234	340	234	271	340
941	233	269	233	340	233	269	340
942	234	271	234	340	234	271	340
943	233	269	233	340	233	269	340
944	233	269	233	340	233	269	340
945	233	269	233	340	233	269	340
946	233	269	233	340	233	269	340
947	233	269	233	340	233	269	340
948	233	269	233	340	233	269	340
949	233	269	233	340	233	269	340
950	233	269	233	340	233	269	340
951	233	269	233	340	233	269	340
952	233	269	233	340	233	269	340
953	233	269	233	340	233	269	340
954	233	269	233	340	233	269	340
955	233	269	233	340	233	269	340
956	233	269	233	340	233	269	340
957	233	269	233	340	233	269	340
958	233	269	233	340	233	269	340
959	233	269	233	340	233	269	340
960	233	269	233	340	233	269	340
961	233	269	233	340	233	269	340
962	233	269	233	340	233	269	340
963	233	269	233	340	233	269	340
964	233	269	233	340	233	269	340
965	233	269	233	340	233	269	340
966	233	269	233	340	233	269	340
967	233	269	233	340	233	269	340
968	233	269	233	340	233	269	340
969	233	269	233	340	233	269	340
970	233	269	233	340	233	269	340
971	233	269	233	340	233	269	340
972	233	269	233	340	233	269	340
973	233	269	233	340	233	269	340
974	233	269	233	340	233	269	340
975	233	269	233	340	233	269	340
976	233	269	233	340	233	269	340
977	233	269	233	340	233	269	340
978	233	269	233	340	233	269	340
979	233	269	233	340	233	269	340
980	233	269	233	340	233	269	340
981	233	269	233	340	233	269	340
982	233	269	233	340	233	269	340
983	233	269	233	340	233	269	340
984	233	269	233	340	233	269	340
985	233	269	233	340	233	269	340
986	233	269	233	340	233	269	340
987	233	269	233	340	233	269	340
988	233	269	233	340	233	269	340
989	233	269	233	340	233	269	340
990	233	269	233	340	233	269	340
991	233	269	233	340	233	269	340
992	233	269	233	340	233	269	340
993	233	269	233	340	233	269	340
994	233	269	233	340	233	269	340
995	233	269	233	340	233	269	340
996	233	269	233	340	233	269	340
997	233	269	233	340	233	269	340
998	233	269	233	340	233	269	340
999	233	269	233	340	233	269	340
